code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
,STOCK,OTC,,OTC,Công ty Đầu tư & Phát triển Habeco,,,,,8327,,,
,STOCK,OTC,,OTC,Công ty Đầu tư & Phát triển Miền Trung (CER),,,,,8328,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Sản xuất và Xuất khẩu Cao su Sài Gòn VRG,,,,,8606,,,
,STOCK,OTC,,OTC,Công ty Cổ phần CK Sara,,,,,8365,,,
,STOCK,OTC,,OTC,Công ty Cổ phần CNTT Lam Hồng,,,,,8369,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Sợi EIFFEL,,,,,8623,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Cơ khí và Xây lắp Sông Chu (COMA 17),,,,,8392,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Công nghệ Tín Thông,,,,,8415,,,
,STOCK,OTC,,OTC,Công ty TNHH ĐTPT Đô Thị Mới Thủ Thiêm,,,,,12226,,,
,STOCK,OTC,,OTC,CTCP Quốc Lộc Phát,,,,,12234,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thủy điện Nậm He,,,,,8838,,,
,STOCK,OTC,,OTC,Kita Group,,,,,12238,,,
,STOCK,OTC,,OTC,CTCP TẬP ĐOÀN ĐỊA ỐC VẠN XUÂN,,,,,12239,,,
,STOCK,OTC,,OTC,CTCP Địa ốc Xây dựng và Đầu tư Sài Gòn (SCTI),,,,,12253,,,
,STOCK,OTC,,OTC,Công ty TNHH Sài Gòn may mặc xuất khẩu,,,,,12283,,,
,STOCK,OTC,,OTC,Công Ty Cổ Phần Đầu Tư Thương Mại và Dịch Vụ An Cư Sài Gòn,,,,,12287,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khai Sơn,,,,,12310,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Trường Thành Xanh (TTG),,,,,8895,,,
,STOCK,OTC,,OTC,Khánh Vĩnh Group,,,,,12340,,,
,STOCK,OTC,,OTC,Công ty CP Đầu tư và Kinh doanh Golf Long Thành,,,,,12342,,,
,STOCK,OTC,,OTC,Công ty CP Xây lắp Vật tư Kỹ thuật,,,,,12346,,,
,STOCK,OTC,,OTC,CTCP Lộc Ninh,,,,,12392,,,
,STOCK,OTC,,OTC,CTCP Salem Real,,,,,12396,,,
,STOCK,OTC,,OTC,Tập đoàn Rạng Đông,,,,,12407,,,
,STOCK,OTC,,OTC,Nam group,,,,,12414,,,
,STOCK,OTC,,OTC,CTCP Du Lịch Nhà Bè Bình Thuận,,,,,12417,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Khách sạn và Du lịch Nha Trang,,,,,12439,,,
,STOCK,OTC,,OTC,Công ty TNHH Keppel Land Việt Nam,,,,,12471,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Phát triển NvàG,,,,,12492,,,
,STOCK,OTC,,OTC,CTCP Phát triển Công nghiệp Phú Mỹ,,,,,12499,,,
,STOCK,OTC,,OTC,Công ty TNHH Sản xuất - Thương mại - Dịch vụ Bạch Việt,,,,,12501,,,
,STOCK,OTC,,OTC,CTCP Phát Triển Đô Thị Vĩnh Thái,,,,,12502,,,
,STOCK,OTC,,OTC,CTCP Ngôi sao Cửa Dương,,,,,12509,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản New Vision,,,,,12513,,,
,STOCK,OTC,,OTC,CTCP Toàn Hải Vân,,,,,12514,,,
,STOCK,OTC,,OTC,CTCP Xây dựng Hạ tầng và Đô thị Hà Nội,,,,,12515,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đá ốp lát An Bình,,,,,8458,,,
,STOCK,OTC,,OTC,CTCP Kiểm định xây dựng An Hòa,,,,,12634,,,
,STOCK,OTC,,OTC,Công ty TNHH Hoa Phượng Thăng Long,,,,,12685,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Bất động sản TTT,,,,,8484,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Hoàng Lộc,,,,,8537,,,
SCDEO,STOCK,OTC,,OTC,Công ty Sơn-Chất dẻo,Panit and plastic company,,,,1065,0300401362,,
,STOCK,OTC,,OTC,Công ty Cổ phần Sách và Thiết bị Trường Học Sóc Trăng,,,,,8574,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Phát triển Sunrise,,,,,12729,,,
IBLC,STOCK,OTC,,OTC,Công ty Cổ phần In Bạc Liêu,,,,,1124,,,
TBVTNH,STOCK,OTC,,OTC,Công ty Cổ phần Thiết bị Vật tư Ngân Hàng,,,,,1127,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Sài Gòn Ngôi Sao,,,,,8583,,,
AGPPS,STOCK,OTC,,OTC,Công ty cổ phần Bảo vệ thực vật An Giang,,,,,3020,1601984286,,
,STOCK,OTC,,OTC,Công ty TNHH AllGreen Vượng Thành - Trùng Dương,,,,,12899,,,
XMTS,STOCK,OTC,,OTC,Công ty TNHH một thành viên xi măng Thanh Sơn,,,,,2926,,,
,STOCK,OTC,,OTC,Tập đoàn địa ốc B.I.G,,,,,12922,,,
,STOCK,OTC,,OTC,PAK Group,,,,,12933,,,
PYGEMACO,STOCK,OTC,,OTC,Công ty TNHH MTV Vật tư Tổng hợp Phú Yên,,,,,2943,,,
,STOCK,OTC,,OTC,"Công ty Cổ phần thủy điện Thắc Xăng (THAC XSNG.,JSC)",,,,,8844,,,
,STOCK,OTC,,OTC,Công ty TNHH Vạn Xuân Liên Bắc Ninh,,,,,13075,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Trung tâm xét nghiệm và môi trường Nha Trang,,,,,8889,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Trung tâm Y khoa Thành Công,,,,,8891,,,
STD,STOCK,OTC,VN000000STD0,OTC,Công ty Cổ phần Bia - Nước giải khát Sài Gòn - Tây Đô,,,,,6868,1800641942,,
,STOCK,OTC,,OTC,Công ty TNHH HouseLand,,,,,13146,,,
KIMSON,STOCK,OTC,,OTC,Công ty Cổ phần Nước khoáng và du lịch Sơn Kim,,,,,10033,3000304645,,
,STOCK,OTC,,OTC,Công ty TNHH Quản lý Bất động sản Victoria,,,,,13201,,,
DFVNCAF,STOCK,OTC,,OTC,Quỹ đầu tư tăng trưởng DFVN,,,,,10046,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Tư vấn Xây dựng và Dịch vụ Đầu tư,,,,,8948,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Văn hóa Tổng Hợp Bình Dương,,,,,8955,,,
MAFBAL,STOCK,OTC,,OTC,Quỹ đầu tư Cân bằng Manulife,,,,,10049,,,
,STOCK,OTC,,OTC,Công ty CP Bất động sản Việt Á Châu,,,,,13243,,,
,STOCK,OTC,,OTC,Công ty cổ phần công nghệ truyền thông số 1,,,,,13330,,,
DREAMPLASTIC,STOCK,OTC,,OTC,CÔNG TY TNHH DREAM PLASTIC ,,,,,10237,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Vận tải BMC Đồng Tháp,,,,,8962,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Vận tải Habeco,,,,,8967,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Vật liệu Xây dựng Lộc Điền,,,,,8981,,,
JMTVN,STOCK,OTC,,OTC,CÔNG TY TNHH JMT VN,,,,,10259,,,
,STOCK,OTC,,OTC,CTCP thi công cọc FECON số 1 ( FCPL1),,,,,13482,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV cát Cam Ranh FiCO,,,,,13486,,,
BIDCHCM,STOCK,OTC,,OTC,Ngân hàng Đầu tư và Phát triển Campuchia - Chi nhánh Hồ Chí Minh,,,Bank for Investment and Development,,10466,0309518580,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xây lắp và sản xuất thiết bị ngành nước (VIWASEEN.14),,,,,9112,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Bất động sản DETECHLand,,,,,13517,,,
,STOCK,OTC,,OTC,CTCP Công nghệ và Giải pháp Nova,,,,,15070,,,
,STOCK,OTC,,OTC,Công ty Cổ phần XNK Cà phê Đà Lạt,,,,,9126,,,
BETA,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán BETA,,,,,3124,0305351556,,
,STOCK,OTC,,OTC,Công ty Cổ phần TNHH MTV 19/05,,,,,13556,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư xây dựng và Vật liệu giao thông 7,,,,,1862,,,
,STOCK,OTC,,OTC,Công đoàn CTCP Tổng CTCP Địa ốc Sài Gòn,,,,,15123,,,
VLAND,STOCK,OTC,,OTC,Công ty cổ phần Bất động sản Viettronics,,,,,4088,0104185958,,
,STOCK,OTC,,OTC,Công ty cổ phần Chứng khoán Âu Lạc,,,,,2071,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Trung tâm xét nghiệm kỹ thuật cao Cần Thơ,,,,,13652,,,
VNMETF,ETF,OTC,,OTC,Quỹ ETF VanEck Vietnam,VanEck Vietnam ETF,,,,3182,,,
,STOCK,OTC,,OTC,MACQUARIE BANK LIMITED OBU,,,,,2105,,,
,STOCK,OTC,,OTC,Công ty TNHH đầu tư sản xuất và phát triển nông nghiệp VinEco Tam Đảo,,,,,9344,,,
,STOCK,OTC,,OTC,Công ty cổ phần khí điện Lữ Gia,,,,,266,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư và Phát triển Địa Ốc HAI,,,,,9363,,,
,STOCK,OTC,,OTC,Công ty Taichi Biotech,,,,,382,,,
VFMVFBS004,IFC,OTC,,OTC,Quỹ đầu tư Trái phiếu DC,DC Bond Fund,,,,14042,,,
,STOCK,OTC,,OTC,Công đoàn công ty Vật liệu - Xây dựng Bình Dương,,,,,516,,,
,STOCK,OTC,,OTC,Công ty TNHH Dịch vụ Phần mềm INFONET,,,,,9397,,,
,STOCK,OTC,,OTC,Công ty Nước Giải Khát Quốc Tế IBC,,,,,608,,,
,STOCK,OTC,,OTC,Công ty TNHH Giải pháp Công nghệ nguồn POSTEF,,,,,9440,,,
,STOCK,OTC,,OTC,Công ty TNHH Hàng hải Wallem Việt Nam,,,,,9460,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,,,,,13734,,,
,STOCK,OTC,,OTC,Công ty TNHH Rồng Thái Bình Dương,,,,,2435,,,
CCD,STOCK,OTC,VN000000CCD0,OTC,Công ty cổ phần Xây dựng và Bảo trì Cầu đường,,,,,14494,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư và phát triển hạ tầng khu công nghiệp,,,,,13791,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Mỹ Linh,,,,,2679,,,
,STOCK,OTC,,OTC,NICHIA CORPORATION CO.LTD - Japan,,,,,756,,,
,STOCK,OTC,,OTC,Công ty cổ phần Xuất khẩu và Khai thác khoáng sản Việt Nam,,,,,2821,,,
,STOCK,OTC,,OTC,Công ty cổ phần Quản lý Quỹ SME,,,,,2904,,,
LVSC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán LPBank,,,,,3618,0309312029,,
,STOCK,OTC,,OTC,Công ty CP Thủy điện Nậm Mức,,,,,13925,,,
,STOCK,OTC,,OTC,Dragon Capital Vietnam Mother Fund,,,,,3067,,,
,STOCK,OTC,,OTC,DNTN Quang Long,,,,,972,,,
,STOCK,OTC,,OTC,Công ty cổ phần Ylang Holdings,,,,,14072,,,
PHYTO,STOCK,OTC,,OTC,Công ty Cổ phần Dược liệu Trung ương 2,,,,,4713,0302597576,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Cung ứng và Xuất khẩu lao động Bình Định,,,,,9661,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư xây dựng hạ tầng VINACONEX-34,,,,,1411,,,
COIMEX,STOCK,OTC,,OTC,Công ty Cổ phần Thủy sản và Xuất nhập khẩu Côn Đảo,,,,,3918,3500121495,,
,STOCK,OTC,,OTC,CTCP Xi măng Yến Mao,,,,,14152,,,
,STOCK,OTC,,OTC,Ủy ban nhân dân tỉnh Điện Biên,,,,,1421,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Dịch vụ lữ hành Cuộc Sống Việt,,,,,9699,,,
,STOCK,OTC,,OTC,Chi nhánh công ty xây dựng và phát triển đô thị tại Đà Lạt và Cần Thơ,,,,,1481,,,
,STOCK,OTC,,OTC,CTCP Sài Gòn Hưng Phú,,,,,1522,,,
,STOCK,OTC,,OTC,Nhà máy xi măng COSEVCO Đà Nẵng,,,,,1586,,,
,STOCK,OTC,,OTC,Whitlam Holdings Pte.Ltd,,,,,14248,,,
,STOCK,OTC,,OTC,Cty TNHH MTV Thương mại Đồng Tâm,,,,,14265,,,
,STOCK,OTC,,OTC,AFC Global Fund,,,,,3319,,,
,STOCK,OTC,,OTC,Công ty cổ phần Vàng Bạc Đá Quý Bến Thành,,,,,3336,,,
,STOCK,OTC,,OTC,Công ty cổ phần Quản lý và Xây dựng công trình giao thông 487,,,,,1816,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Kết cấu Thép Bắc Việt,,,,,9743,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Khu công nghiệp Vĩnh Lộc,,,,,9756,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Nam Kim Corea,,,,,9783,,,
,STOCK,OTC,,OTC,SAIGON SHIPCHANCO,,,,,2019,,,
,STOCK,OTC,,OTC,Công ty TNHH SAIGONTEL - Long An,,,,,14369,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Sơn Petrolimex,,,,,9830,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây dựng Công trình Tân Cảng,,,,,14429,,,
,STOCK,OTC,,OTC,Công ty TNHH Minh Hòa,,,,,3468,,,
TMTO,STOCK,OTC,,OTC,Công ty thương mại và sản xuất vật tư GTVT,,,,,996,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Thương mại và Địa ốc Hồng Phúc,,,,,9872,,,
,STOCK,OTC,,OTC,Công ty TNHH Verichains,,,,,14463,,,
,STOCK,OTC,,OTC,New World Fund Inc,,,,,3476,,,
,STOCK,OTC,,OTC,Công ty Bảo hiểm nhân thọ Tây Ninh,,,,,2255,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây dựng CTX,,,,,9947,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV XÂY DỰNG VÀ PHÁT TRIỂN ĐÔ THỊ BẾN TRE,,,,,9954,,,
,STOCK,OTC,,OTC,Halley Sicav - Halley Asian Prosperity,,,,,3699,,,
,STOCK,OTC,,OTC,Công ty TNHH Nhà Máy phân bón NPK Phú Yên,,,,,9997,,,
,STOCK,OTC,,OTC,Global macro Absolute Return Advantage Portfolio,,,,,10079,,,
,STOCK,OTC,,OTC,Australian Catholic Superannuation And Retirement Fund,,,,,10086,,,
BB3/2,STOCK,OTC,,OTC,Công ty Cổ phần Bao bì 3/2,,,,,1088,,,
TNBL,STOCK,OTC,,OTC,Công ty Cổ phần Thương nghiệp Bạc Liêu,,,,,1113,,,
,STOCK,OTC,,OTC,Quỹ Đầu tư Phát triển tỉnh Bình Định,,,,,3871,,,
,STOCK,OTC,,OTC,CTCP Điện TTC Bắc Bình - Bình Thuận,,,,,10348,,,
,STOCK,OTC,,OTC,CREED INVESTMENTS VN - 1 Ltd,,,,,4174,,,
,STOCK,OTC,,OTC,Công ty TNHH TM Ánh Sáng,,,,,2790,,,
HUUTOAN,STOCK,OTC,,OTC,Công ty Cổ phần Hữu Toàn,,,,,4123,3700303238,,
,STOCK,OTC,,OTC,Công ty cổ phần sắt thép Đông Á,,,,,4206,,,
,STOCK,OTC,,OTC,CTCP Xuất nhập khẩu và đầu tư Thừa Thiên Huế,,,,,4226,,,
,STOCK,OTC,,OTC,Công ty TNHH Quốc Tế Sao Đô,,,,,4266,,,
XDTLLA,STOCK,OTC,,OTC,Công ty Cổ phần Xây dựng thủy lợi Long An,,,,,1252,,,
,STOCK,OTC,,OTC,Công ty cổ phần CX Technology (VN),,,,,2932,,,
,STOCK,OTC,,OTC,Công Ty Cổ phần Tập đoàn Thái Bình,,,,,4320,,,
,STOCK,OTC,,OTC,Công ty cổ phần Biển Tây,,,,,3007,,,
,STOCK,OTC,,OTC,Công ty YTL Power Services Sdn.Bhd,,,,,3100,,,
PXPVNE,IFC,OTC,,OTC,PXP VietNam Emerging Equity Fund Limited,,,,,4305,,,
,STOCK,OTC,,OTC,Quỹ đầu tư cổ phiếu Hưng Thịnh VinaWealth,,,,,4406,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Xây dựng Cơ sở hạ tầng khu công nghiệp Chơn Thành,,,,,3162,,,
,STOCK,OTC,,OTC,CÔNG TY TNHH FPT SMART CLOUD,,,,,10792,,,
,STOCK,OTC,,OTC,Hourai Consulting Ltd,,,,,10796,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Thương mại Dịch vụ Angimex,,,,,10824,,,
,STOCK,OTC,,OTC,CTCP Công Nghệ IVND,,,,,14981,0109928822,,
,STOCK,OTC,,OTC,Công Ty Cổ Phần Chăn Nuôi Gia Lai,,,,,15001,5900988952,,
,STOCK,OTC,,OTC,Công ty cổ phần Dịch vụ phát triển hạ tầng PBC,,,,,3330,,,
,STOCK,OTC,,OTC,Tổng công ty Đầu tư phát triển và Quản lý dự án hạ tầng giao thông Cửu Long,,,,,4629,,,
NMN BAOLOC,STOCK,OTC,,OTC,Nhà máy nước Bảo Lộc,,,,,1748,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Khai thác Cảng,,,,,4485,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản Media Market,,,,,4549,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Bia Sài Gòn - Phủ Lý ,,,,,15025,0700249225,,
,STOCK,OTC,,OTC,Công ty TNHH Quản lý Đầu tư H&H,,,,,4749,,,
,STOCK,OTC,,OTC,Công ty TNHH Kiếm toán và Định giá Quốc tế,,,,,15064,0106299213,,
,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ TƯ VẤN IB PLUS,,,,,15085,0109918736,,
OTO 3-2,STOCK,OTC,,OTC,Công ty CP Cơ khí Ôtô 3-2,,,,,2125,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thương mại và Dịch vụ Tổng hợp Vinh Hạnh,,,,,11774,,,
,STOCK,OTC,,OTC,CTCP Việt Xuân Mới,,,,,4773,,,
,STOCK,OTC,,OTC,DAIWA-SSIAM VIETNAM GROWTH FUND II L.P.,DAIWA-SSIAM VIETNAM GROWTH FUND II L.P.,,,,4835,,,
XNKKS,STOCK,OTC,,OTC,Công ty Xuất nhập khẩu Khoáng sản,,,,,1068,,,
,STOCK,OTC,,OTC,UBND tỉnh Trà Vinh,,,,,4928,,,
,STOCK,OTC,,OTC,Công ty Liên doanh Hà Việt – Tungshing,,,,,11848,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV cây xanh Bầu Sen,,,,,13492,,,
,STOCK,OTC,,OTC,Unicoh Specialty Chemicals,Unicoh Specialty Chemicals,Unicoh Specialty Chemicals,,,5046,,,
,STOCK,OTC,,OTC,Công ty CP đầu tư phát triển và xây dựng Thành Đô,,Công ty CP đầu tư phát triển và xây dựng Thành Đô,,,5047,,,
,STOCK,OTC,,OTC,Công Ty TNHH Long Hưng Phát,,,,,13512,,,
,STOCK,OTC,,OTC,CTCP Đại Hoàng Sơn,,,,,13525,,,
,STOCK,OTC,,OTC,Công ty cổ phần Sovico,,,,,5166,,,
,STOCK,OTC,,OTC,CTCP Sản xuất Dịch vụ Hưng Phát,,,,,5193,,,
,STOCK,OTC,,OTC,Công ty cổ phần Bất Động Sản KTG Land,,,,,11960,,,
,STOCK,OTC,,OTC,Công ty TNHH Nam An Bàu Bàng,,,,,13576,,,
,STOCK,OTC,,OTC,Công ty TNHH Doha Đầu tư,,,,,5289,,,
,STOCK,OTC,,OTC,Sàn giao dịch Bất động sản Honglinhland,,,,,11978,,,
,STOCK,OTC,,OTC,Tổng công ty xây dựng 4 - Bộ NN & PTNN,,,,,449,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Thanh Yến,,,,,11982,,,
TVSI,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Tân Việt,,,,,2178,0102117529,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Gia Cường,,,,,5376,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa ốc Viễn Đông Việt Nam,,,,,11995,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Phát triển Ngô Việt Nam,,,,,5236,,,
,STOCK,OTC,,OTC,Công ty dược vật tư y tế Bình Phước,,,,,554,,,
,STOCK,OTC,,OTC,Công ty CP xây dựng Incontec,,,,,615,,,
,STOCK,OTC,,OTC,Xí nghiệp cát Biên Hòa,,,,,648,,,
,STOCK,OTC,,OTC,Công ty TNHH Phan Vũ,,,,,649,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đô thị FPT Đà Nẵng,,,,,12106,,,
,STOCK,OTC,,OTC,Đại lý hàng hải Nha Trang,,,,,682,,,
,STOCK,OTC,,OTC,Công ty CP VTT Tân Cảng,,,,,5553,,,
,STOCK,OTC,,OTC,Seahedge Philippines Fund,,,,,5570,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Phát triển Hà Tây,,,,,12148,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Tiến Lộc,,,,,5504,,,
SBT121002,BOND,OTC,VNSBT1210024,delisted,Công ty Cổ phần Thành Thành Công - Biên Hòa,Thanh Thanh Cong - Bien Hoa Joint Stock Company,Thành Thành Công - Biên Hòa,TTC - Bien Hoa Sugar,2021-11-18,2263,3900244389,2024-01-11,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư ATS,,,,,12180,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Xây dựng Bình Định,,,,,5548,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Thương mại Thăng Long,,,,,12185,,,
,STOCK,OTC,,OTC,Gia Bình Group,,,,,12203,,,
,STOCK,OTC,,OTC,Công ty Tài chính Cổ phần Xi Măng,,,,,5574,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Kinh doanh Bất Động Sản Dreamland,,,,,12215,,,
,STOCK,OTC,,OTC,Công ty TNHH Price Waterhouse Coopers Việt Nam,PwC Vietnam Company Limited,Công ty TNHH PwC,,,889,,,
,STOCK,OTC,,OTC,Công ty Cổ phần THỰC PHẨM QUỐC TẾ,INTERFOOD SHAREHOLDING COMPANY,,,,935,,,
,STOCK,OTC,,OTC,CTCP Tập đoàn đầu tư phát triển Việt Nam,,CTCP Tập đoàn đầu tư phát triển Việt Nam,,,1109,,,
,STOCK,OTC,,OTC,Công ty TNHH Thăng Long,,,,,12262,,,
,STOCK,OTC,,OTC,Đất Nam Group,,,,,12294,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Phát triển Chấn Phong,,,,,5697,,,
,STOCK,OTC,,OTC,Công ty Cổ phần khu công nghiệp Gilimex,,,,,13621,,,
,STOCK,OTC,,OTC,CTCP đầu tư và dịch vụ đất xanh miền Đông,,,,,13645,,,
,STOCK,OTC,,OTC,Công ty Hợp danh Kiểm toán Việt Nam,VIET NAM AUDITING PARTNERSHIP COMPANY,,,,1385,,,
,STOCK,OTC,,OTC,CTCP Logistics Con Đường Xanh,,,,,5743,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Bất động sản Hapulico,,,,,5749,,,
,STOCK,OTC,,OTC,Công ty CP Điện gió Halcom,,,,,13656,,,
,STOCK,OTC,,OTC,"First Vietnam Capital,LCC",,,,,1461,,,
,STOCK,OTC,,OTC,CTCP Thiết bị Ngân hàng Tiền phong,,,,,5761,,,
,STOCK,OTC,,OTC,Quỹ Đầu Tư Lợi Thế Cạnh Tranh Bền Vững SSI,SSI Sustainable Competitive Advantage Fund,,,,1500,,,
,STOCK,OTC,,OTC,Công ty TNHH Phú Gia,,,,,13689,,,
,STOCK,OTC,,OTC,Xí nghiệp bao bì thuộc Công ty Supe Phốt phát và Hóa chất Lâm Thao,,,,,1519,,,
,STOCK,OTC,,OTC,Evergreen Marine Corp. (Taiwan) Ltd,,,,,5836,,,
,STOCK,OTC,,OTC,CTCP Đầu tư BOT Đèo Cả Khánh Hòa,,,,,13713,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa Cầu,,,,,5846,,,
,STOCK,OTC,,OTC,CTCP Vận tải và Thương mại Quốc tế,,,,,13720,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Thương mại Dịch vụ Gia Khang,,,,,12374,,,
,STOCK,OTC,,OTC,Torus Capital Investments Pte.Ltd,,,,,5893,,,
,STOCK,OTC,,OTC,Công ty cổ phần CTSB,,,,,12377,,,
,STOCK,OTC,,OTC,Công ty TNHH FD ( Fd Company Limited),,,,,5938,,,
,STOCK,OTC,,OTC,Công ty Xây dựng số 6,,,,,1888,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và dịch vụ Tân Phú,,,,,6018,,,
,STOCK,OTC,,OTC,Tempel Four Limited,,,,,13839,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thiết kế - Tư vấn xây dựng thành phố Cần Thơ,,,,,1903,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Toàn Mỹ Miền Trung,,,,,13959,,,
,STOCK,OTC,,OTC,Matthews Asia Small Companies Fund,,,,,6052,,,
,STOCK,OTC,,OTC,Công ty cổ phần kinh doanh lâm nghiệp Thừa Thiên Huế,,,,,2061,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư phát triển nhà và hạ tầng - TKV,,,,,6062,,,
,STOCK,OTC,,OTC,SSIAM SIF - VIETNAM ACTIVE VALUE PORTFOLIO,,,,,6077,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Công trình Đô thị Thị xã Vĩnh Châu,,,,,13979,,,
,STOCK,OTC,,OTC,Công ty TNHH Hyundai Engineering,,,,,2213,,,
,STOCK,OTC,,OTC,CTCP Đầu tư–Thương mại Chí Thành,,,,,2266,,,
,STOCK,OTC,,OTC,NTT DOCOMO Inc,,,,,6244,,,
,STOCK,OTC,,OTC,Công ty TNHH Hàng không Lữ hành Việt Nam,,,,,14035,,,
,STOCK,OTC,,OTC,Công ty cổ phần Năng lượng Đại Việt,,,,,2431,,,
,STOCK,OTC,,OTC,Công ty cổ phần Lữ hành Sài Gòn Việt Nam,,,,,14037,,,
,STOCK,OTC,,OTC,CTCP Phân phối hàng tiêu dùng PAN,,,,,14058,,,
,STOCK,OTC,,OTC,Công ty cổ phần Khoáng sản Đông Dương,,,,,2634,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Đất Xanh Tech,,,,,14080,,,
,STOCK,OTC,,OTC,Công đoàn SGR,,,,,14083,,,
,STOCK,OTC,,OTC,Công ty Bảo hiểm BIDV,,,,,2712,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Tài chính IPA,,,,,2718,,,
,STOCK,OTC,,OTC,Công ty Jaccar Holdings,,,,,2723,,,
,STOCK,OTC,,OTC,Japan Vietnam Growth Fund LP,,,,,2743,,,
,STOCK,OTC,,OTC,Công ty cổ phần Quản lý quỹ FPT,,,,,2780,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thương mại và Dịch vụ tỉnh Bà Rịa Vũng Tàu,,,,,2786,,,
,STOCK,OTC,,OTC,Mot East Wing Vietnam Limited,,,,,2833,,,
,STOCK,OTC,,OTC,Myanmar BAF Joint Venture Company Limited,,,,,14105,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thiết bị và Xây lắp công nghiệp,,,,,2848,,,
