code,type,floor,isin,status,companyName,companyNameEng,shortName,shortNameEng,listedDate,companyId,taxCode,delistedDate,indexCode
,STOCK,OTC,,OTC,CTCP Đầu tư và Phát triển Phú Việt,,,,,4453,,,
,STOCK,OTC,,OTC,Công ty cổ phần Lốp Xe Việt,,,,,4465,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Khai thác Cảng,,,,,4485,,,
,STOCK,OTC,,OTC,Ủy ban nhân dân tỉnh Long An,,,,,4493,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phúc Thành Việt Nam,,,,,4528,,,
,STOCK,OTC,,OTC,CTCP Siêu Chung Kỳ,,,,,4567,,,
,STOCK,OTC,,OTC,Công ty TNHH Một Thành Viên Đầu Tư Hạ Tầng SOTRANS,,,,,4577,,,
,STOCK,OTC,,OTC,Công ty TNHH Tô Tây,,,,,4677,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Apatit Việt Nam,,,,,4680,,,
,STOCK,OTC,,OTC,ủy ban nhân dân tỉnh Bến Tre,,,,,4687,,,
,STOCK,OTC,,OTC,Công ty cổ phần Dịch vụ Hậu cần VTS,,,,,4750,,,
,STOCK,OTC,,OTC,CTCP Việt Xuân Mới,,,,,4773,,,
,STOCK,OTC,,OTC,Công ty cổ phần Khu du lịch Đảo Cát Bà,,,,,4780,,,
,STOCK,OTC,,OTC,PETER ERIC DENNIS,,,,,4783,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại và Thiết bị môi trường Hiệp Hòa,,,,,4843,,,
,STOCK,OTC,,OTC,CTCP FIT Consumer,,,,,4846,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Trà Bắc,,,,,4847,,,
,STOCK,OTC,,OTC,CTCP Tập đoàn Mavin,,,,,4871,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư thương mại Sông Đà Miền Bắc,,Công ty TNHH Đầu tư thương mại Sông Đà Miền Bắc,,,4887,,,
,STOCK,OTC,,OTC,Công ty TNHH Dịch vụ Tư vấn Tài chính Kế toán và Kiểm toán Nam Việt,NAM VIET AUDITING AND ACCOUNTING FINANCIAL CONSULTING SERVICES COMPANY LIMITED,Công ty Kiểm toán Nam Việt,,,5012,,,
,STOCK,OTC,,OTC,Công ty TNHH Kiểm toán Quốc gia VIA,,Công ty Kiểm toán Quốc gia VIA,,,5023,,,
,STOCK,OTC,,OTC,Công ty CP đầu tư phát triển và xây dựng Thành Đô,,Công ty CP đầu tư phát triển và xây dựng Thành Đô,,,5047,,,
CASUCO,STOCK,OTC,,OTC,Công ty Cổ phần Mía đường Cần Thơ,,,,,3821,1800283278,,
NNIST,STOCK,OTC,,OTC,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,,,,,3931,,,
,STOCK,OTC,,OTC,Công ty cổ phần dược phẩm Tenamyd,,,,,5213,,,
,STOCK,OTC,,OTC,Công ty cổ phần Phát triển Bất Động Sản The Pier,,,,,5216,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Phát triển Ngô Việt Nam,,,,,5236,,,
,STOCK,OTC,,OTC,Công ty TNHH Sửa chữa tàu biển Vinalines,,,,,5237,,,
,STOCK,OTC,,OTC,Công ty TNHH Đại Vạn Phú,,,,,5259,,,
SST,STOCK,OTC,,OTC,Công ty cổ phần Thương mại Bia Sài Gòn Sông Tiền,Sai Gon Beer Song Tien Trading Joint Stock Company,Thương mại Bia Sài Gòn Sông Tiền,,,3994,1500459121,,
,STOCK,OTC,,OTC,Công ty cổ phần Thương mại Bia Sài Gòn Sông Hậu,,,,,5283,,,
,STOCK,OTC,,OTC,Talgat Turumbayev,,,,,5368,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Việt và Dương,,,,,5377,,,
ATC,STOCK,OTC,,OTC,Công ty cổ phần Sản xuất Thương mại Xuất nhập khẩu Viễn Thông A,,,,,4041,0301430045,,
,STOCK,OTC,,OTC,CTCP Đầu tư xây dựng và Thương mại Phú Điền,,,,,5526,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Sài Gòn Kim Cương,,,,,5542,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Xây dựng Bình Định,,,,,5548,,,
OLC,STOCK,OTC,,OTC,Công ty cổ phần Xây dựng Dịch vụ và Hợp tác lao động,,,,,4076,0100103217,,
,STOCK,OTC,,OTC,CTCP Du lịch Thương mại Nha Trang,,,,,5604,,,
,STOCK,OTC,,OTC,Công ty TNHH tập đoàn Đông Dương,,,,,5642,,,
,STOCK,OTC,,OTC,"Krohne Fund, L.P",,,,,5651,,,
,STOCK,OTC,,OTC,Công ty CP Dịch vụ Sân bay Sài Gòn,,,,,5656,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Phát triển Chấn Phong,,,,,5697,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa Cầu,,,,,5846,,,
,STOCK,OTC,,OTC,Công ty cổ phần 4M,,,,,5864,,,
,STOCK,OTC,,OTC,Công ty TNHH Cà Phê Đất Cao Nguyên,,,,,5906,,,
,STOCK,OTC,,OTC,DFJ Vinacapital Venture Investment Ltd.,,,,,5918,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư và Dịch vụ Du lịch Thăng Long,,,,,5957,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Mavico,,,,,5958,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư phát triển nhà và hạ tầng - TKV,,,,,6062,,,
,STOCK,OTC,,OTC,SSIAM SIF - VIETNAM ACTIVE VALUE PORTFOLIO,,,,,6077,,,
,STOCK,OTC,,OTC,Kiwoom One Limited,,,,,6095,,,
BJC,STOCK,OTC,,OTC,CTCP VRG Bảo Lộc,,,,,4637,5800345732,,
MANULIFEAM,STOCK,OTC,,OTC,Công ty TNHH Quản lý quỹ Manulife Việt Nam,,,,,4638,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thép Châu Phong,,,,,6147,,,
,STOCK,OTC,,OTC,CTCP Lương Gia,,,,,6256,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ Nhiên liệu Hàng không Nội Bài,,,,,7216,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ Sài Gòn Ôtô (Sài Gòn Ford),,,,,7220,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ Thương mại Lâm Hậu,,,,,7224,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ và Xúc tiến Thương mại Hiệp hội Doanh nghiệp TP.HCM,,,,,7231,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Điện tử Nagakawa,,,,,7252,,,
,STOCK,OTC,,OTC,Công ty Cổ phần DL Thành Thành CÔng Lâm Đồng,,,,,7262,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ĐT&PT điện Sê San 3A,,,,,7276,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ĐTPTXD Bê Tông.,,,,,7281,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Golf Vũng Tàu,,,,,7294,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Hồng Hải,,,,,7297,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Minh Đạm,,,,,7299,,,
,STOCK,OTC,,OTC,Công ty Cổ phần FIT Cosmetics,,,,,7349,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Gạch Tuynen Số 1 Thừa Thiên Huế,,,,,7360,,,
,STOCK,OTC,,OTC,CÔNG TY CỒ PHẦN GIAO NHẬN VẬN TẢI NGOẠI THƯƠNG,,,,,7373,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Giống LN Trung Ương,,,,,7384,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hạ tầng Cụm Công nghiệp Tân Hội,,,,,7400,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hòa Phú,,,,,7415,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khai thác và Quản lý Bất động sản Rivera Homes,,,,,7457,,,
VIDOLAND,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Đất Viễn Đông,,,,,6281,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Xi măng Sông Thao,,,,,9122,,,
XSKTBT,STOCK,OTC,,OTC,Công ty TNHH MTV Xổ số Kiến thiết Bến Tre,,,,,10097,,,
,STOCK,OTC,,OTC,Công ty Cổ phần XNK Dược Phú Yên,,,,,9127,,,
,STOCK,OTC,,OTC,Công ty Dây đồng Việt Nam - CFT,,,,,9162,,,
,STOCK,OTC,,OTC,Công ty Điện lực LICOGI 16,,,,,9164,,,
HTCV,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN HYUNDAI THÀNH CÔNG THƯƠNG MẠI,,,,,10249,,,
,STOCK,OTC,,OTC,Công ty may Hòa Thọ - Hội An,,,,,9185,,,
,STOCK,OTC,,OTC,Công ty MTV máy xây dựng MATEC,,,,,9190,,,
PCNGHEAN,STOCK,OTC,,OTC,CÔNG TY ĐIỆN LỰC NGHỆ AN,,,,,10286,,,
,STOCK,OTC,,OTC,Công ty Quản lý nợ và khai thác tài sản (Công ty AMC),,,,,9195,,,
SOLUMVINA,STOCK,OTC,,OTC,CÔNG TY TNHH SOLUM VINA,,,,,10314,,,
,STOCK,OTC,,OTC,"Công ty Telemor Fintech Unipessoal, Lda",,,,,9203,,,
VFMVFC,STOCK,OTC,,OTC,Quỹ đầu tư định hướng Bảo toàn Vốn Việt Nam,,,,,10321,,,
,STOCK,OTC,,OTC,Công ty Thương mại Dịch vụ Cái Bè,,,,,9206,,,
,STOCK,OTC,,OTC,Công ty TNHH An Việt Thế Kỷ 21,,,,,9210,,,
,STOCK,OTC,,OTC,Công ty TNHH Apax Franklin Academy,,,,,9213,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản Khải Hưng,,,,,9227,,,
,STOCK,OTC,,OTC,Công ty TNHH Bidiphar Betalactam,,,,,9235,,,
,STOCK,OTC,,OTC,Công ty TNHH Bình khí Hong Vina,,,,,9237,,,
,STOCK,OTC,,OTC,Công ty TNHH BOT cầu Bạch Miễu,,,,,9244,,,
TMPC,STOCK,OTC,,OTC,Công ty Cổ phần Tập đoàn Tân Mai,Tan Mai Group Joint Stock Market,,,,10458,,,
CITIBANKHN,STOCK,OTC,,OTC,Ngân hàng Citibank Hà Nội,,,,,10476,,,
,STOCK,OTC,,OTC,Công ty Cổ phần địa ốc Star Hà Nội,,,,,7184,,,
,STOCK,OTC,,OTC,Công ty TNHH Cảng quốc tế Thị Vải,,,,,9263,,,
VAXUCO,STOCK,OTC,,OTC,Tổng Công ty Xuất nhập khẩu Tổng hợp Vạn Xuân,,,,,10492,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Dịch vụ hàng hải Hải Âu,,,,,7202,,,
,STOCK,OTC,,OTC,Công ty TNHH CƠ khí Việt Nhật,,,,,9288,,,
,STOCK,OTC,,OTC,Công ty Cổ phần dịch vụ môi trường đô thị Hòa Bình,,,,,7215,,,
,STOCK,OTC,,OTC,Công ty Cổ phần DỊCH VỤ PHÁT TRIỂN THỊ TRƯỜNG C.L,,,,,7219,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Marina,,,,,9327,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư nhà ở xã hội Thuận Thành,,,,,9328,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Điện Mặt trời Phương Mai 3,,,,,7242,,,
HAIC,STOCK,OTC,,OTC,Công ty TNHH MTV Xuất khẩu và Đầu tư xây dựng phát triển Hà Nội,,,,,10634,,,
,STOCK,OTC,,OTC,Công ty Cổ phần ĐT TM Thủy sản Hoa Kỳ,,,,,7273,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Bến Tre,,,,,7289,,,
,STOCK,OTC,,OTC,Công ty TNHH Gia Long Hòa Bình,,,,,9439,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch NBC Cam Bình Resort,,,,,7300,,,
,STOCK,OTC,,OTC,Công ty TNHH Giao nhận Vận chuyển Đường sắt Sài Gòn Ratraco,,,,,9450,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch Thùy Vân,,,,,7307,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Du lịch và Dịch vụ Hàng không Hà Nội,,,,,7309,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đường Biên Hòa - Phan Rang,,,,,7330,,,
,STOCK,OTC,,OTC,Công ty TNHH Heung-A Shipping Viet Nam,,,,,9468,,,
,STOCK,OTC,,OTC,Công ty Cổ phần DV Vận chuyển Thịnh Phát,,,,,7338,,,
,STOCK,OTC,,OTC,Công ty TNHH ICD Hoa Lư,,,,,9485,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Giấy Hải Phòng HAPACO,,,,,7377,,,
,STOCK,OTC,,OTC,Công ty TNHH Kết cấu thép Mitsui-Thăng Long,,,,,9491,,,
,STOCK,OTC,,OTC,Công ty TNHH khai thác chế biến đá An Bình,,,,,9492,,,
,STOCK,OTC,,OTC,Công ty TNHH Kinh doanh Văn phòng Dầu khí,,,,,9514,,,
,STOCK,OTC,,OTC,Công ty TNHH Kỹ nghệ gỗ Lam Sơn,,,,,9519,,,
DKW,STOCK,OTC,VN000000DKW1,OTC,Công ty cổ phần Cấp nước sinh hoạt Châu Thành,,,,,14488,,,
VUG,STOCK,OTC,VN000000VUG5,OTC,Công ty cổ phần Thủy Sản Việt Úc,,,,,15052,,,
,STOCK,OTC,,OTC,Công ty TNHH Liên doanh Xây dựng VIC,,,,,9538,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Hoa Sen Thái Bình Dương,,,,,7418,,,
,STOCK,OTC,,OTC,Công ty TNHH Mekophar,,,,,9559,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Interserco - CB,,,,,7438,,,
,STOCK,OTC,,OTC,Công ty TNHH một thành viên Bách Việt,,,,,9566,,,
VPBFC_CCTG_16884,IFC,OTC,,OTC,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG VIỆT NAM THỊNH VƯỢNG SMBC,VPBANK SMBC FINANCE COMPANY LIMITED,FECREDIT,FECREDIT,,15065,0102180545,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khoan và xây lắp cấp thoát nước (VIWASEEN.11),,,,,7467,,,
TRH,STOCK,OTC,VN000000TRH3,OTC,Công ty cổ phần Bệnh viện Giao thông vận tải,,,,,15083,0107276138,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Bibica Miền Bắc,,,,,9605,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Khoáng sản và Gang thép Kim Sơn,,,,,7479,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Chế biến cát Thăng Bình - Minco,,,,,9623,,,
TT6,STOCK,OTC,VN000000TT67,OTC,Công ty cổ phần Tập đoàn Tiến Thịnh,,,,,15119,6300254045,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Cơ khí hóa chất Hà Bắc,,,,,9641,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Công trình giao thông số 1,,,,,9659,,,
,STOCK,OTC,,OTC,Công ty Cổ phần lagoon Lăng Cô,,,,,7519,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Đầu tư Hạ tầng khu công nghiệp Hoa sen Cà Ná - Ninh Thuận,,,,,9669,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,,,,,9680,,,
,STOCK,OTC,,OTC,Công ty Cổ phần MATEXIM Hà Nội,,,,,7579,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Dịch vụ Cơ khí Hàng Hải PTSC,,,,,9692,,,
,STOCK,OTC,,OTC,Công ty Cổ phần May Định Quán,,,,,7592,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Động Cơ và Máy nông nghiệp Miền Nam,,,,,9707,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Gemadept Hải Phòng,,,,,9716,,,
,STOCK,OTC,,OTC,Công ty Cổ phần NIKKO Việt Nam,,,,,7680,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Nông nghiệp Dịch vụ Thương mại Vân Sơn,,,,,7687,,,
,STOCK,OTC,,OTC,Công ty Cổ phần nước giải khát FLC,,,,,7698,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Nước Thuận Thành,,,,,7704,,,
,STOCK,OTC,,OTC,Công ty TNHH một thành viên Thương mại du lịch Sài Gòn,,,,,4312,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Quản lí nợ và Khai thác tài sản,,,,,9806,,,
,STOCK,OTC,,OTC,Công Ty Cổ phần Tập đoàn Thái Bình,,,,,4320,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phát triển GGS Miền Trung,,,,,7755,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Tasco 6,,,,,9840,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Philips Carbon Black,,,,,7783,,,
,STOCK,OTC,,OTC,CÔNG TY CỔ PHẦN CƠ ĐIỆN UÔNG BÍ-VINACOMIN,,,,,4407,,,
SAWA,STOCK,OTC,,OTC,Tổng Công ty cấp nước Sài Gòn - TNHH MTV,,,,,275,0301129367,,
,STOCK,OTC,,OTC,Finansia Syrus Securities Public Company Limited,,,,,4468,,,
,STOCK,OTC,,OTC,Công ty TNHH NYK Auto Logistics (Việt Nam),,,,,7834,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Vietfracht Hà Nội,,,,,9921,,,
,STOCK,OTC,,OTC,Công ty TNHH Phụ tùng Xe máy - Ô tô Goshi Thăng Long,,,,,7854,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại và du lịch Phương Nam,,,,,4609,,,
,STOCK,OTC,,OTC,Công ty TNHH Sân Golf Palm Sông Bé,,,,,7875,,,
,STOCK,OTC,,OTC,Công đoàn Công ty CP Dược phẩm OPC,,,,,4802,,,
,STOCK,OTC,,OTC,British Virgin Islands,,,,,4831,,,
,STOCK,OTC,,OTC,Công ty TNHH Talc Việt Nam,,,,,7911,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xuất nhập khẩu Sản phẩm Cơ khí,,,,,9978,,,
,STOCK,OTC,,OTC,CTCP Dược phẩm Thiết bị Y tế Hà Nội,,,,,10021,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Kinh doanh và Phát triển Nam Thái,,,,,4922,,,
,STOCK,OTC,,OTC,Công đoàn cơ sở Công ty cổ phần Công trình Đô thị Bảo Lộc,,,,,10036,,,
,STOCK,OTC,,OTC,Ủy ban nhân dân tỉnh Lai Châu,,,,,4952,,,
,STOCK,OTC,,OTC,Công ty TNHH Thương mại Quả Cầu Vàng,,,,,7947,,,
,STOCK,OTC,,OTC,Công ty TNHH Kiểm toán BDO,BDO CONSULTING VIETNAM LIMITED,Công ty Kiểm toán BDO,,,5001,,,
,STOCK,OTC,,OTC,Fidelity Frontier Emerging Markets Fund,,,,,10081,,,
,STOCK,OTC,,OTC,Công ty TNHH Titan Bình Thuận,,,,,7980,,,
,STOCK,OTC,,OTC,Công ty TNHH Tư vấn xây dựng ACSC&Fujinami,,,,,8005,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư phát triển Khu kinh tế Hải Hà,Hai Ha Economic Zone Investment and Development Joint Stock Company,,,,10341,,,
,STOCK,OTC,,OTC,CTCP Nhà máy Điện Mặt trời Trúc Sơn,,,,,10347,,,
,STOCK,OTC,,OTC,CTCP Sản xuất Dịch vụ Hưng Phát,,,,,5193,,,
,STOCK,OTC,,OTC,CTCP Sản xuất Thương mại Dịch vụ Đồng Nai,,,,,10453,,,
,STOCK,OTC,,OTC,CôngtyViMarielCông ty Cổ phần,,,,,8119,,,
,STOCK,OTC,,OTC,CT TNHH Sacom - Chip Sáng,,,,,8141,,,
,STOCK,OTC,,OTC,CTCP Mạng quảng cáo thông minh,,,,,10501,,,
,STOCK,OTC,,OTC,Khách sạn À La Carte Đà Nẵng,,,,,8164,,,
,STOCK,OTC,,OTC,CTCP Xây dựng Gia Thy,,,,,5369,,,
,STOCK,OTC,,OTC,PVOIL LUBE,,,,,8208,,,
,STOCK,OTC,,OTC,Công đoàn cơ sở Ngân hàng TMCP Quân đội,,,,,5400,,,
,STOCK,OTC,,OTC,Công ty TNHH Phúc Anh,,,,,5402,,,
,STOCK,OTC,,OTC,Công ty TNHH tiếp vận Thăng Long,,,,,10605,,,
,STOCK,OTC,,OTC,CTCP Sông Đà 1.02,,,,,10641,,,
,STOCK,OTC,,OTC,Thoughtful Network Pie Ltd,,,,,8244,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Thương mại Bến Thành,,,,,5479,,,
,STOCK,OTC,,OTC,Trung tâm Y tế Cao su,,,,,8273,,,
,STOCK,OTC,,OTC,CTCP Đầu tư Xây dựng Thắng Anh,,,,,10662,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Linh Lam,,,,,5520,,,
,STOCK,OTC,,OTC,Valuesystem dae kwang a investment - private investment fund,,,,,10681,,,
,STOCK,OTC,,OTC,CTCP Sun Holdings,,,,,5547,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Chế biến thực phẩm PAN,,,,,8353,,,
,STOCK,OTC,,OTC,CTCP Kinh doanh và Xây dựng nhà,,,,,5613,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Cơ điện Thạch Anh,,,,,8371,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Cơ khí Điện tử Phú Thọ Hòa,,,,,8377,,,
,STOCK,OTC,,OTC,Công ty TNHH Một thành viên Kinh doanh bất động sản Trung An,,,,,14315,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây lắp Hạ tầng Quảng Ngãi,,,,,14325,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Công trình 798,,,,,8431,,,
,STOCK,OTC,,OTC,CTCP Đầu tư và Phát triển đô thị Sài Gòn,,,,,14367,,,
,STOCK,OTC,,OTC,CTCP Du lịch - Khoáng nóng Nha Trang Seafoods F17,,,,,14415,,,
,STOCK,OTC,,OTC,Công ty TNHH Một thành viên Putaleng,,,,,14419,,,
,STOCK,OTC,,OTC,Công ty TNHH MTV Xây dựng Công trình Tân Cảng,,,,,14429,,,
,STOCK,OTC,,OTC,Công ty Cổ phần gỗ BKG,,,,,10938,,,
HEAC,STOCK,OTC,,OTC,Công ty Cổ phần Thiết bị Hàm Long,hamlong electric equipment joint stock company,,,,1074,0100100343,,
,STOCK,OTC,,OTC,Quỹ Từ thiện Cộng đồng Người sử dụng Internet Việt Nam,,,,,14464,,,
,STOCK,OTC,,OTC,Công ty TNHH Kiểm toán Định giá Đại Dương,,,,,14467,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Rạng Đông Long An Plastic,,,,,8562,,,
,STOCK,OTC,,OTC,Mercer QIF Fund Public Limited Company,,,,,14495,,,
,STOCK,OTC,,OTC,CTCP TẬP ĐOÀN APEC GROUP,,,,,10990,,,
,STOCK,OTC,,OTC,BCH Công đoàn CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,,,,,10991,,,
,STOCK,OTC,,OTC,Công ty TNHH Global Capital,,,,,5685,,,
DTBYTHG,STOCK,OTC,,OTC,Công ty Cổ phần Dược và Thiết bị y tế Hà Giang,,,,,1154,,,
,STOCK,OTC,,OTC,Công ty Cổ phần SAVICO Đà Nẵng,,,,,8611,,,
,STOCK,OTC,,OTC,SwanCity,,,,,11541,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Long Thịnh Phát,,,,,11554,,,
,STOCK,OTC,,OTC,Công ty liên doanh Pumyang Descon,,,,,11562,,,
,STOCK,OTC,,OTC,Công ty TNHH Tư vấn xây dựng Ánh Dương,,,,,5848,,,
,STOCK,OTC,,OTC,Yuanta Securities (Hong Kong) Company LTD,,,,,5872,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Xây dựng Tân Bình,,,,,11598,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Đầu tư Phú Cường,,,,,11630,,,
,STOCK,OTC,,OTC,Công ty Cổ Phần Đầu Tư Xây Dựng An Gia Hưng,,,,,11633,,,
,STOCK,OTC,,OTC,Công ty TNHH Bất động sản Phương Trang,,,,,11650,,,
,STOCK,OTC,,OTC,Công Ty TNHH Bất Động Sản Phú Hồng Thịnh,,,,,11659,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa ốc Thành Đô,,,,,11666,,,
,STOCK,OTC,,OTC,Công ty TNHH Phát triển Hạ tầng Bất động sản Tạo Tín Phát,,,,,11671,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa ốc Nam Sài Gòn,,,,,11688,,,
,STOCK,OTC,,OTC,Công ty cổ phần Địa ốc Bách Việt,,,,,11720,,,
SUNCO,STOCK,OTC,,OTC,Công ty Cổ phần Xây dựng - Thương mại Thái Dương ,,,,,2297,4600421568,,
VISC,STOCK,OTC,,OTC,Công ty Cổ phần Chứng khoán Quốc tế Việt Nam,,,VISecurities,,2300,0106665886,,
,STOCK,OTC,,OTC,Công ty cổ phần Tư vấn Đầu tư Xây dựng Nhất Nam,,,,,11762,,,
,STOCK,OTC,,OTC,Công ty TNHH Đầu tư Kinh doanh và Phát triển Dự án Thăng Long,,,,,11776,,,
,STOCK,OTC,,OTC,Công ty Đầu tư và Xây dựng Thanh Niên Xung Phong,,,,,11788,,,
,STOCK,OTC,,OTC,Tập đoàn đầu tư Sài Gòn,,,,,11807,,,
,STOCK,OTC,,OTC,Công ty cổ phần Thương mại xây dựng và Kinh doanh nhà Dương Hồng,,,,,11827,,,
,STOCK,OTC,,OTC,Công ty TNHH Agape Việt Nam,,,,,11828,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Xây dựng Cholimex,,,,,11833,,,
,STOCK,OTC,,OTC,Công ty cổ phần Tập đoàn Vina Megastar,,,,,11840,,,
,STOCK,OTC,,OTC,Công ty Booyoung,,,,,11853,,,
,STOCK,OTC,,OTC,Công ty cổ phần SME Hoàng Gia,,,,,11855,,,
,STOCK,OTC,,OTC,Công ty Cổ phần Phú Hoàng Anh,,,,,11860,,,
,STOCK,OTC,,OTC,Công ty TNHH Xây dựng - Kinh doanh nhà Gia Hòa,,,,,11865,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư TBS Land,,,,,11873,,,
,STOCK,OTC,,OTC,Công ty TNHH Viên An,,,,,11879,,,
,STOCK,OTC,,OTC,Công ty cổ phần Xuất nhập khẩu Sản xuất Gia công và Bao bì,,,,,11880,,,
,STOCK,OTC,,OTC,Công ty TNHH Hoa Tâm,,,,,11887,,,
,STOCK,OTC,,OTC,Tập đoàn Đầu tư Phát triển Việt Nam,,,,,11905,,,
,STOCK,OTC,,OTC,Công ty cổ phần Kỹ thuật Công trình Việt Nam,,,,,11910,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư và Thương mại Bảo Anh,,,,,11916,,,
,STOCK,OTC,,OTC,Công ty cổ phần Đầu tư Xây dựng và Thương mại Đông Tây,,,,,11919,,,
,STOCK,OTC,,OTC,Sàn giao dịch BĐS Hoàng Long,,,,,11930,,,
,STOCK,OTC,,OTC,Công ty cổ phần HTG,,,,,11934,,,
,STOCK,OTC,,OTC,Công ty Đầu tư phát triển công trình Du lịch - Detourpro,,,,,11941,,,
TRUNGHAU,STOCK,OTC,,OTC,CTCP Chế tạo máy và Sản xuất vật liệu mới Trung Hậu,,,,,4726,,,
,STOCK,OTC,,OTC,Doanh nghiệp tư nhân Vinh Hương Phát,,,,,11965,,,
